appointment_id,date,scheduled_time,carrier_id,carrier_name,dock_door,destination_zone,shipment_size,pallet_count,expected_duration_mins,po_number,priority
APT-000462,2026-02-23,2026-02-23 15:15,CAR-026,Zenith Transit,5,D,medium,21,60,PO-163260,standard
APT-000463,2026-02-23,2026-02-23 09:30,CAR-022,Vanguard Carriers,2,C,medium,18,55,PO-380823,hot
APT-000464,2026-02-24,2026-02-24 11:45,CAR-018,Ridgeline Shipping,1,C,small,7,36,PO-581946,expedited
APT-000465,2026-02-24,2026-02-24 11:15,CAR-015,Omega Transport,4,B,large,41,78,PO-498958,standard
APT-000466,2026-02-24,2026-02-24 17:00,CAR-002,Blue Ridge Logistics,9,C,small,8,20,PO-866933,standard
APT-000467,2026-02-24,2026-02-24 17:15,CAR-021,UnionLine Co,9,B,large,46,86,PO-693507,standard
APT-000468,2026-02-24,2026-02-24 11:00,CAR-012,Lodestar Freight,5,C,small,5,22,PO-876713,hot
APT-000469,2026-02-24,2026-02-24 15:00,CAR-016,Pacific Haul,8,A,small,10,20,PO-278931,standard
APT-000470,2026-02-24,2026-02-24 12:45,CAR-024,Xenith Shipping,7,C,large,44,92,PO-497503,standard
APT-000471,2026-02-24,2026-02-24 09:00,CAR-013,Meridian Movers,7,A,large,52,93,PO-599715,standard
APT-000472,2026-02-24,2026-02-24 16:00,CAR-012,Lodestar Freight,6,B,large,32,62,PO-301237,expedited
APT-000473,2026-02-24,2026-02-24 21:00,CAR-017,Quantum Freight,9,C,medium,19,37,PO-781860,standard
APT-000474,2026-02-24,2026-02-24 17:15,CAR-020,Titan Transport,4,B,small,3,27,PO-508840,expedited
APT-000475,2026-02-24,2026-02-24 10:15,CAR-019,Summit Logistics,1,C,large,45,58,PO-141937,hot
APT-000476,2026-02-24,2026-02-24 14:00,CAR-030,Drift Logistics,9,A,medium,20,39,PO-935158,standard
APT-000477,2026-02-24,2026-02-24 11:45,CAR-030,Drift Logistics,2,A,large,51,58,PO-415656,expedited
APT-000478,2026-02-24,2026-02-24 10:30,CAR-022,Vanguard Carriers,1,B,small,5,24,PO-763388,standard
APT-000479,2026-02-24,2026-02-24 13:00,CAR-025,Yukon Haulers,2,B,small,8,36,PO-758351,standard
APT-000480,2026-02-24,2026-02-24 07:00,CAR-003,Coastal Transit Co,1,A,large,50,99,PO-987739,standard
APT-000481,2026-02-24,2026-02-24 12:30,CAR-015,Omega Transport,3,C,medium,23,39,PO-438960,standard
APT-000482,2026-02-24,2026-02-24 13:00,CAR-022,Vanguard Carriers,10,A,small,5,26,PO-465987,standard
APT-000483,2026-02-24,2026-02-24 13:45,CAR-004,Delta Haulers,3,B,large,39,57,PO-851220,standard
APT-000484,2026-02-24,2026-02-24 12:15,CAR-019,Summit Logistics,3,D,medium,20,37,PO-770756,expedited
APT-000485,2026-02-25,2026-02-25 18:30,CAR-025,Yukon Haulers,6,D,small,8,21,PO-375598,standard
APT-000486,2026-02-25,2026-02-25 15:00,CAR-006,Freightliner Prime,10,C,small,10,21,PO-268726,expedited
APT-000487,2026-02-25,2026-02-25 12:00,CAR-012,Lodestar Freight,5,A,small,3,24,PO-256985,expedited
APT-000488,2026-02-25,2026-02-25 14:00,CAR-020,Titan Transport,4,A,medium,12,56,PO-505228,expedited
APT-000489,2026-02-25,2026-02-25 15:30,CAR-006,Freightliner Prime,6,D,large,37,99,PO-503152,hot
APT-000490,2026-02-25,2026-02-25 10:30,CAR-010,Juno Carriers,9,A,large,27,74,PO-164342,standard
APT-000491,2026-02-25,2026-02-25 15:15,CAR-024,Xenith Shipping,8,A,medium,12,47,PO-794612,hot
APT-000492,2026-02-25,2026-02-25 09:15,CAR-020,Titan Transport,1,D,medium,14,60,PO-526498,standard
APT-000493,2026-02-25,2026-02-25 18:15,CAR-025,Yukon Haulers,7,C,small,3,31,PO-462267,expedited
APT-000494,2026-02-25,2026-02-25 21:15,CAR-013,Meridian Movers,10,C,medium,13,62,PO-257167,standard
APT-000495,2026-02-25,2026-02-25 09:15,CAR-009,Ironside Shipping,8,C,small,4,37,PO-143170,hot
APT-000496,2026-02-25,2026-02-25 07:00,CAR-025,Yukon Haulers,6,A,small,4,21,PO-757197,standard
APT-000497,2026-02-25,2026-02-25 12:30,CAR-015,Omega Transport,6,D,large,34,71,PO-283345,standard
APT-000498,2026-02-25,2026-02-25 06:15,CAR-010,Juno Carriers,8,B,large,29,66,PO-303274,standard
APT-000499,2026-02-25,2026-02-25 16:00,CAR-020,Titan Transport,4,A,large,45,84,PO-829761,standard
APT-000500,2026-02-25,2026-02-25 14:15,CAR-019,Summit Logistics,2,A,medium,16,37,PO-987187,hot
APT-000501,2026-02-25,2026-02-25 15:15,CAR-017,Quantum Freight,5,B,medium,26,62,PO-548186,standard
APT-000502,2026-02-25,2026-02-25 10:15,CAR-018,Ridgeline Shipping,7,A,medium,25,65,PO-678961,expedited
APT-000503,2026-02-25,2026-02-25 11:45,CAR-020,Titan Transport,7,A,large,39,62,PO-431304,standard
APT-000504,2026-02-25,2026-02-25 09:30,CAR-026,Zenith Transit,9,C,large,46,95,PO-159352,standard
APT-000505,2026-02-25,2026-02-25 12:00,CAR-018,Ridgeline Shipping,7,C,medium,23,57,PO-635756,standard
APT-000506,2026-02-25,2026-02-25 10:45,CAR-021,UnionLine Co,5,A,medium,12,55,PO-480518,expedited
APT-000507,2026-02-25,2026-02-25 11:30,CAR-027,Atlas Logistics,5,A,large,50,62,PO-853126,hot
APT-000508,2026-02-25,2026-02-25 12:45,CAR-020,Titan Transport,10,B,large,30,61,PO-502816,standard
APT-000509,2026-02-25,2026-02-25 12:00,CAR-025,Yukon Haulers,5,A,medium,11,47,PO-664965,standard
APT-000510,2026-02-26,2026-02-26 15:15,CAR-024,Xenith Shipping,6,A,small,7,28,PO-356605,standard
APT-000511,2026-02-26,2026-02-26 14:15,CAR-028,Beacon Express,9,B,small,1,28,PO-855414,standard
APT-000512,2026-02-26,2026-02-26 10:30,CAR-018,Ridgeline Shipping,6,D,large,40,75,PO-341607,standard
APT-000513,2026-02-26,2026-02-26 11:45,CAR-010,Juno Carriers,10,C,large,29,68,PO-650515,expedited
APT-000514,2026-02-26,2026-02-26 18:15,CAR-023,Western Freight,1,A,small,5,32,PO-657701,standard
APT-000515,2026-02-26,2026-02-26 20:15,CAR-019,Summit Logistics,10,B,large,49,93,PO-990426,standard
APT-000516,2026-02-26,2026-02-26 10:30,CAR-011,Keystone Transit,5,B,medium,21,43,PO-297314,standard
APT-000517,2026-02-26,2026-02-26 14:15,CAR-014,Northstar Logistics,10,B,medium,18,40,PO-163444,standard
APT-000518,2026-02-26,2026-02-26 13:45,CAR-021,UnionLine Co,2,B,large,40,67,PO-382552,expedited
APT-000519,2026-02-26,2026-02-26 11:15,CAR-030,Drift Logistics,2,C,medium,20,46,PO-492059,hot
APT-000520,2026-02-26,2026-02-26 15:00,CAR-002,Blue Ridge Logistics,6,D,small,1,21,PO-609277,standard
APT-000521,2026-02-26,2026-02-26 10:15,CAR-021,UnionLine Co,5,C,large,32,94,PO-404211,standard
APT-000522,2026-02-26,2026-02-26 15:00,CAR-008,Horizon Logistics,10,D,medium,24,58,PO-794625,standard
APT-000523,2026-02-26,2026-02-26 11:45,CAR-018,Ridgeline Shipping,2,C,medium,21,49,PO-987718,hot
APT-000524,2026-02-26,2026-02-26 08:45,CAR-011,Keystone Transit,4,B,medium,13,58,PO-668813,standard
APT-000525,2026-02-26,2026-02-26 11:15,CAR-003,Coastal Transit Co,8,D,medium,16,56,PO-697665,standard
APT-000526,2026-02-26,2026-02-26 08:30,CAR-020,Titan Transport,5,B,small,7,30,PO-953959,standard
APT-000527,2026-02-26,2026-02-26 11:00,CAR-009,Ironside Shipping,6,C,medium,15,38,PO-431907,standard
APT-000528,2026-02-26,2026-02-26 09:00,CAR-017,Quantum Freight,5,A,small,10,36,PO-214964,expedited
APT-000529,2026-02-26,2026-02-26 20:15,CAR-003,Coastal Transit Co,5,A,small,7,20,PO-743871,expedited
APT-000530,2026-02-27,2026-02-27 06:00,CAR-019,Summit Logistics,6,C,large,52,78,PO-171205,standard
APT-000531,2026-02-27,2026-02-27 11:30,CAR-003,Coastal Transit Co,3,B,small,7,33,PO-713021,standard
APT-000532,2026-02-27,2026-02-27 12:30,CAR-002,Blue Ridge Logistics,10,A,medium,24,35,PO-820985,expedited
APT-000533,2026-02-27,2026-02-27 14:45,CAR-027,Atlas Logistics,5,A,medium,12,57,PO-812945,expedited
APT-000534,2026-02-27,2026-02-27 12:00,CAR-014,Northstar Logistics,1,D,small,6,25,PO-905643,hot
APT-000535,2026-02-27,2026-02-27 17:00,CAR-027,Atlas Logistics,3,A,small,4,20,PO-297889,standard
APT-000536,2026-02-27,2026-02-27 17:00,CAR-020,Titan Transport,1,A,medium,16,54,PO-233577,standard
APT-000537,2026-02-27,2026-02-27 17:15,CAR-009,Ironside Shipping,1,A,medium,17,55,PO-668716,expedited
APT-000538,2026-02-27,2026-02-27 13:30,CAR-010,Juno Carriers,4,B,large,38,59,PO-347989,expedited
APT-000539,2026-02-27,2026-02-27 19:30,CAR-018,Ridgeline Shipping,6,A,small,7,30,PO-763341,standard
APT-000540,2026-02-27,2026-02-27 10:00,CAR-010,Juno Carriers,6,A,medium,12,57,PO-158125,standard
APT-000541,2026-02-27,2026-02-27 11:15,CAR-014,Northstar Logistics,6,C,small,10,29,PO-193495,standard
APT-000542,2026-02-27,2026-02-27 12:15,CAR-017,Quantum Freight,10,A,medium,12,60,PO-780676,standard
APT-000543,2026-02-27,2026-02-27 11:45,CAR-030,Drift Logistics,8,D,small,3,37,PO-562111,standard
APT-000544,2026-02-27,2026-02-27 12:45,CAR-006,Freightliner Prime,1,D,small,7,31,PO-859161,expedited
APT-000545,2026-02-27,2026-02-27 14:15,CAR-002,Blue Ridge Logistics,10,B,large,40,59,PO-962980,standard
APT-000546,2026-02-27,2026-02-27 18:00,CAR-012,Lodestar Freight,3,D,medium,20,53,PO-108477,standard
APT-000547,2026-02-27,2026-02-27 17:45,CAR-017,Quantum Freight,3,B,large,35,84,PO-881687,standard
APT-000548,2026-02-27,2026-02-27 15:15,CAR-009,Ironside Shipping,7,B,large,50,88,PO-209514,expedited
APT-000549,2026-02-27,2026-02-27 14:30,CAR-029,Crest Transport,4,A,medium,19,57,PO-848240,expedited
APT-000550,2026-02-27,2026-02-27 13:00,CAR-018,Ridgeline Shipping,8,C,medium,11,58,PO-379566,standard
APT-000551,2026-02-27,2026-02-27 07:15,CAR-020,Titan Transport,8,B,medium,25,60,PO-265265,expedited
APT-000552,2026-02-27,2026-02-27 08:45,CAR-019,Summit Logistics,8,B,large,42,55,PO-352825,standard
APT-000553,2026-02-27,2026-02-27 13:15,CAR-027,Atlas Logistics,3,A,small,3,34,PO-585628,standard
APT-000554,2026-02-27,2026-02-27 14:00,CAR-001,Apex Freight,2,C,large,31,71,PO-750639,standard
APT-000555,2026-02-27,2026-02-27 13:45,CAR-023,Western Freight,5,C,large,39,65,PO-729475,expedited
APT-000556,2026-02-28,2026-02-28 09:30,CAR-025,Yukon Haulers,5,C,large,27,60,PO-696576,standard
APT-000557,2026-02-28,2026-02-28 15:15,CAR-003,Coastal Transit Co,6,A,medium,17,46,PO-274904,hot
APT-000558,2026-02-28,2026-02-28 09:30,CAR-006,Freightliner Prime,2,A,medium,17,50,PO-865677,standard
APT-000559,2026-02-28,2026-02-28 11:45,CAR-029,Crest Transport,6,B,large,44,80,PO-248825,standard
APT-000560,2026-02-28,2026-02-28 11:00,CAR-008,Horizon Logistics,1,D,small,2,33,PO-397655,standard
APT-000561,2026-02-28,2026-02-28 12:15,CAR-003,Coastal Transit Co,6,B,medium,26,64,PO-637566,hot
APT-000562,2026-02-28,2026-02-28 06:30,CAR-010,Juno Carriers,7,A,medium,25,49,PO-834967,expedited
APT-000563,2026-02-28,2026-02-28 09:30,CAR-027,Atlas Logistics,8,D,small,4,33,PO-260295,standard
APT-000564,2026-02-28,2026-02-28 11:30,CAR-021,UnionLine Co,3,A,medium,17,58,PO-139434,standard
APT-000565,2026-02-28,2026-02-28 12:30,CAR-003,Coastal Transit Co,6,C,large,32,85,PO-344905,standard
APT-000566,2026-02-28,2026-02-28 13:00,CAR-014,Northstar Logistics,10,A,large,31,97,PO-944746,hot
APT-000567,2026-02-28,2026-02-28 08:45,CAR-010,Juno Carriers,8,A,large,28,70,PO-922578,standard
APT-000568,2026-03-01,2026-03-01 14:30,CAR-018,Ridgeline Shipping,9,B,medium,19,44,PO-522795,expedited
APT-000569,2026-03-01,2026-03-01 21:15,CAR-029,Crest Transport,3,B,medium,20,45,PO-990375,standard
APT-000570,2026-03-01,2026-03-01 15:00,CAR-021,UnionLine Co,7,B,medium,13,50,PO-952867,hot
APT-000571,2026-03-01,2026-03-01 11:45,CAR-028,Beacon Express,4,C,medium,13,50,PO-764083,expedited
APT-000572,2026-03-02,2026-03-02 08:15,CAR-022,Vanguard Carriers,5,D,small,4,35,PO-919384,standard
APT-000573,2026-03-02,2026-03-02 16:00,CAR-030,Drift Logistics,1,A,small,10,27,PO-652962,expedited
APT-000574,2026-03-02,2026-03-02 15:30,CAR-010,Juno Carriers,9,B,medium,14,35,PO-919115,standard
APT-000575,2026-03-02,2026-03-02 13:30,CAR-001,Apex Freight,1,C,large,41,69,PO-256696,expedited
APT-000576,2026-03-02,2026-03-02 16:15,CAR-015,Omega Transport,5,C,small,7,38,PO-193246,standard
APT-000577,2026-03-02,2026-03-02 08:00,CAR-003,Coastal Transit Co,1,D,medium,16,42,PO-764634,hot
APT-000578,2026-03-02,2026-03-02 08:45,CAR-023,Western Freight,5,D,medium,18,63,PO-640677,standard
APT-000579,2026-03-02,2026-03-02 13:30,CAR-024,Xenith Shipping,10,B,small,9,27,PO-180997,standard
APT-000580,2026-03-02,2026-03-02 10:00,CAR-018,Ridgeline Shipping,1,A,small,10,30,PO-930438,hot
APT-000581,2026-03-02,2026-03-02 15:15,CAR-013,Meridian Movers,7,A,small,3,22,PO-216768,expedited
APT-000582,2026-03-02,2026-03-02 09:00,CAR-003,Coastal Transit Co,2,B,small,5,39,PO-893720,expedited
APT-000583,2026-03-02,2026-03-02 12:30,CAR-001,Apex Freight,10,C,small,3,37,PO-558664,expedited
APT-000584,2026-03-02,2026-03-02 12:15,CAR-027,Atlas Logistics,2,B,large,37,72,PO-431999,standard
APT-000585,2026-03-02,2026-03-02 17:45,CAR-020,Titan Transport,9,A,medium,13,43,PO-504085,standard
APT-000586,2026-03-02,2026-03-02 09:45,CAR-016,Pacific Haul,7,A,small,7,27,PO-674806,standard
APT-000587,2026-03-02,2026-03-02 06:30,CAR-021,UnionLine Co,6,D,large,39,84,PO-645427,expedited
APT-000588,2026-03-02,2026-03-02 10:00,CAR-016,Pacific Haul,10,A,medium,16,62,PO-577750,standard
APT-000589,2026-03-02,2026-03-02 11:30,CAR-004,Delta Haulers,9,D,large,30,71,PO-639302,standard
APT-000590,2026-03-02,2026-03-02 08:00,CAR-019,Summit Logistics,2,D,medium,13,44,PO-923973,standard
APT-000591,2026-03-02,2026-03-02 08:45,CAR-009,Ironside Shipping,4,A,small,3,30,PO-231988,expedited
APT-000592,2026-03-02,2026-03-02 14:30,CAR-021,UnionLine Co,4,B,small,10,34,PO-722403,standard
APT-000593,2026-03-02,2026-03-02 19:30,CAR-015,Omega Transport,4,A,large,47,79,PO-425964,standard
APT-000594,2026-03-02,2026-03-02 11:30,CAR-015,Omega Transport,4,C,medium,22,56,PO-248920,expedited
APT-000595,2026-03-02,2026-03-02 11:45,CAR-028,Beacon Express,9,C,large,40,65,PO-947362,standard
APT-000596,2026-03-02,2026-03-02 21:30,CAR-005,Eastern Express,8,C,medium,11,62,PO-254222,expedited
APT-000597,2026-03-02,2026-03-02 19:15,CAR-029,Crest Transport,8,B,large,34,98,PO-690065,hot
APT-000598,2026-03-03,2026-03-03 13:30,CAR-013,Meridian Movers,4,C,medium,25,53,PO-187027,expedited
APT-000599,2026-03-03,2026-03-03 13:45,CAR-015,Omega Transport,9,C,large,31,67,PO-262432,expedited
APT-000600,2026-03-03,2026-03-03 11:15,CAR-015,Omega Transport,5,D,medium,25,47,PO-903027,hot
APT-000601,2026-03-03,2026-03-03 13:00,CAR-014,Northstar Logistics,10,B,medium,21,65,PO-754317,expedited
APT-000602,2026-03-03,2026-03-03 10:30,CAR-030,Drift Logistics,2,C,small,2,30,PO-353222,standard
APT-000603,2026-03-03,2026-03-03 18:45,CAR-021,UnionLine Co,6,B,medium,21,57,PO-937902,expedited
APT-000604,2026-03-03,2026-03-03 16:15,CAR-026,Zenith Transit,3,D,large,31,55,PO-613184,expedited
APT-000605,2026-03-03,2026-03-03 11:30,CAR-022,Vanguard Carriers,4,C,small,8,25,PO-778049,standard
APT-000606,2026-03-03,2026-03-03 21:15,CAR-030,Drift Logistics,8,B,large,43,70,PO-993708,standard
APT-000607,2026-03-03,2026-03-03 13:30,CAR-005,Eastern Express,4,A,large,42,81,PO-643235,expedited
APT-000608,2026-03-03,2026-03-03 13:30,CAR-015,Omega Transport,2,A,medium,13,53,PO-667946,standard
APT-000609,2026-03-03,2026-03-03 15:45,CAR-028,Beacon Express,8,B,large,48,60,PO-710341,standard
APT-000610,2026-03-03,2026-03-03 09:00,CAR-023,Western Freight,10,D,small,9,26,PO-701502,standard
APT-000611,2026-03-03,2026-03-03 12:30,CAR-025,Yukon Haulers,4,B,large,40,88,PO-491583,standard
APT-000612,2026-03-03,2026-03-03 21:00,CAR-029,Crest Transport,8,B,medium,22,60,PO-714247,standard
APT-000613,2026-03-03,2026-03-03 21:15,CAR-007,Global Supply Inc,2,A,medium,13,49,PO-252688,standard
APT-000614,2026-03-03,2026-03-03 06:45,CAR-005,Eastern Express,6,A,large,40,93,PO-165752,standard
APT-000615,2026-03-03,2026-03-03 13:00,CAR-022,Vanguard Carriers,8,B,large,50,63,PO-338146,expedited
APT-000616,2026-03-03,2026-03-03 11:15,CAR-022,Vanguard Carriers,1,D,medium,22,47,PO-413588,expedited
APT-000617,2026-03-03,2026-03-03 11:15,CAR-013,Meridian Movers,10,A,small,9,23,PO-895754,standard
APT-000618,2026-03-03,2026-03-03 17:15,CAR-011,Keystone Transit,5,B,medium,22,40,PO-857370,expedited
APT-000619,2026-03-03,2026-03-03 12:30,CAR-022,Vanguard Carriers,5,B,medium,12,46,PO-582831,standard
APT-000620,2026-03-03,2026-03-03 20:30,CAR-001,Apex Freight,7,A,medium,23,61,PO-413829,standard
APT-000621,2026-03-03,2026-03-03 12:45,CAR-017,Quantum Freight,1,B,medium,21,43,PO-802382,expedited
APT-000622,2026-03-04,2026-03-04 21:45,CAR-022,Vanguard Carriers,7,C,medium,16,57,PO-709082,standard
APT-000623,2026-03-04,2026-03-04 20:45,CAR-020,Titan Transport,1,B,small,10,37,PO-962333,standard
APT-000624,2026-03-04,2026-03-04 17:15,CAR-027,Atlas Logistics,9,B,medium,22,39,PO-574037,standard
APT-000625,2026-03-04,2026-03-04 12:45,CAR-015,Omega Transport,2,D,medium,21,58,PO-498953,standard
APT-000626,2026-03-04,2026-03-04 11:30,CAR-011,Keystone Transit,10,A,medium,18,57,PO-363743,standard
APT-000627,2026-03-04,2026-03-04 11:30,CAR-002,Blue Ridge Logistics,4,B,small,10,29,PO-139016,standard
APT-000628,2026-03-04,2026-03-04 13:45,CAR-011,Keystone Transit,5,D,small,9,31,PO-742739,standard
APT-000629,2026-03-04,2026-03-04 13:30,CAR-024,Xenith Shipping,7,B,medium,24,64,PO-474889,standard
APT-000630,2026-03-04,2026-03-04 10:15,CAR-028,Beacon Express,5,D,large,49,80,PO-675753,expedited
APT-000631,2026-03-04,2026-03-04 08:00,CAR-005,Eastern Express,9,A,small,1,38,PO-260072,expedited
APT-000632,2026-03-04,2026-03-04 09:45,CAR-006,Freightliner Prime,10,A,small,2,39,PO-297365,expedited
APT-000633,2026-03-04,2026-03-04 16:15,CAR-014,Northstar Logistics,5,C,large,42,83,PO-119057,hot
APT-000634,2026-03-04,2026-03-04 10:00,CAR-019,Summit Logistics,4,B,large,51,79,PO-548200,standard
APT-000635,2026-03-04,2026-03-04 16:45,CAR-026,Zenith Transit,1,B,medium,19,51,PO-725911,expedited
APT-000636,2026-03-04,2026-03-04 09:00,CAR-007,Global Supply Inc,8,D,large,31,58,PO-330725,standard
APT-000637,2026-03-04,2026-03-04 10:45,CAR-020,Titan Transport,7,A,medium,25,46,PO-961921,standard
APT-000638,2026-03-04,2026-03-04 13:00,CAR-007,Global Supply Inc,1,A,small,3,20,PO-544678,standard
APT-000639,2026-03-04,2026-03-04 09:15,CAR-010,Juno Carriers,6,A,medium,17,44,PO-523204,standard
APT-000640,2026-03-04,2026-03-04 14:45,CAR-018,Ridgeline Shipping,1,C,large,28,68,PO-491852,hot
APT-000641,2026-03-04,2026-03-04 11:45,CAR-012,Lodestar Freight,2,D,large,46,62,PO-979399,expedited
APT-000642,2026-03-04,2026-03-04 11:45,CAR-013,Meridian Movers,3,D,medium,19,60,PO-478180,standard
APT-000643,2026-03-04,2026-03-04 11:00,CAR-018,Ridgeline Shipping,7,A,medium,21,57,PO-714199,standard
APT-000644,2026-03-04,2026-03-04 11:30,CAR-018,Ridgeline Shipping,3,D,medium,15,41,PO-730572,standard
APT-000645,2026-03-04,2026-03-04 11:30,CAR-015,Omega Transport,6,A,small,1,21,PO-842731,standard
APT-000646,2026-03-04,2026-03-04 12:00,CAR-001,Apex Freight,5,B,medium,26,63,PO-689595,standard
APT-000647,2026-03-04,2026-03-04 11:45,CAR-023,Western Freight,8,D,small,6,21,PO-656475,hot
APT-000648,2026-03-04,2026-03-04 09:45,CAR-026,Zenith Transit,8,B,medium,13,52,PO-538883,expedited
APT-000649,2026-03-04,2026-03-04 10:15,CAR-023,Western Freight,4,B,small,10,24,PO-235169,standard
APT-000650,2026-03-05,2026-03-05 21:30,CAR-019,Summit Logistics,3,B,large,42,56,PO-766809,standard
APT-000651,2026-03-05,2026-03-05 15:45,CAR-009,Ironside Shipping,6,D,large,36,77,PO-602411,expedited
APT-000652,2026-03-05,2026-03-05 13:00,CAR-025,Yukon Haulers,1,D,medium,25,57,PO-243137,standard
APT-000653,2026-03-05,2026-03-05 12:45,CAR-027,Atlas Logistics,5,C,medium,19,52,PO-589597,standard
APT-000654,2026-03-05,2026-03-05 14:45,CAR-009,Ironside Shipping,9,C,large,52,59,PO-462907,expedited
APT-000655,2026-03-05,2026-03-05 12:00,CAR-001,Apex Freight,5,C,small,5,31,PO-341471,expedited
APT-000656,2026-03-05,2026-03-05 11:30,CAR-017,Quantum Freight,2,D,large,40,91,PO-514647,expedited
APT-000657,2026-03-05,2026-03-05 15:30,CAR-026,Zenith Transit,3,A,small,2,28,PO-340353,standard
APT-000658,2026-03-05,2026-03-05 21:30,CAR-025,Yukon Haulers,7,A,large,43,77,PO-562909,standard
APT-000659,2026-03-05,2026-03-05 13:45,CAR-012,Lodestar Freight,4,B,small,5,33,PO-939114,standard
APT-000660,2026-03-05,2026-03-05 12:15,CAR-012,Lodestar Freight,3,A,medium,12,37,PO-596035,expedited
APT-000661,2026-03-05,2026-03-05 15:45,CAR-012,Lodestar Freight,1,B,small,3,29,PO-781650,hot
APT-000662,2026-03-05,2026-03-05 07:30,CAR-009,Ironside Shipping,3,A,large,39,88,PO-901409,standard
APT-000663,2026-03-05,2026-03-05 08:00,CAR-012,Lodestar Freight,4,D,medium,24,61,PO-678603,standard
APT-000664,2026-03-05,2026-03-05 10:45,CAR-019,Summit Logistics,8,B,small,3,33,PO-433500,expedited
APT-000665,2026-03-05,2026-03-05 08:15,CAR-004,Delta Haulers,8,A,medium,15,52,PO-808848,standard
APT-000666,2026-03-05,2026-03-05 11:30,CAR-009,Ironside Shipping,4,D,small,4,36,PO-797119,expedited
APT-000667,2026-03-05,2026-03-05 11:15,CAR-007,Global Supply Inc,4,D,medium,22,38,PO-570435,standard
APT-000668,2026-03-05,2026-03-05 14:45,CAR-029,Crest Transport,7,A,large,46,55,PO-698244,standard
APT-000669,2026-03-05,2026-03-05 07:00,CAR-014,Northstar Logistics,7,B,small,1,22,PO-979286,standard
APT-000670,2026-03-05,2026-03-05 09:00,CAR-025,Yukon Haulers,4,B,large,43,97,PO-989990,expedited
APT-000671,2026-03-05,2026-03-05 12:00,CAR-027,Atlas Logistics,4,C,small,10,35,PO-544206,standard
APT-000672,2026-03-05,2026-03-05 12:00,CAR-004,Delta Haulers,8,A,medium,22,54,PO-782311,standard
APT-000673,2026-03-06,2026-03-06 16:00,CAR-008,Horizon Logistics,9,B,large,35,61,PO-228276,standard
APT-000674,2026-03-06,2026-03-06 13:45,CAR-020,Titan Transport,10,A,medium,19,37,PO-211348,standard
APT-000675,2026-03-06,2026-03-06 19:15,CAR-016,Pacific Haul,1,D,small,1,20,PO-476753,standard
APT-000676,2026-03-06,2026-03-06 11:30,CAR-026,Zenith Transit,3,B,small,10,25,PO-158971,hot
APT-000677,2026-03-06,2026-03-06 21:15,CAR-017,Quantum Freight,7,A,small,4,35,PO-240695,standard
APT-000678,2026-03-06,2026-03-06 11:15,CAR-014,Northstar Logistics,8,D,medium,21,64,PO-556605,hot
APT-000679,2026-03-06,2026-03-06 11:45,CAR-004,Delta Haulers,1,D,small,9,21,PO-558472,standard
APT-000680,2026-03-06,2026-03-06 11:30,CAR-030,Drift Logistics,5,A,small,5,24,PO-690193,hot
APT-000681,2026-03-06,2026-03-06 09:45,CAR-004,Delta Haulers,4,B,small,10,30,PO-117026,standard
APT-000682,2026-03-06,2026-03-06 12:00,CAR-026,Zenith Transit,8,B,medium,23,39,PO-754053,hot
APT-000683,2026-03-06,2026-03-06 12:30,CAR-004,Delta Haulers,4,A,large,47,100,PO-919375,standard
APT-000684,2026-03-06,2026-03-06 15:45,CAR-012,Lodestar Freight,9,A,small,5,23,PO-116156,standard
APT-000685,2026-03-06,2026-03-06 17:15,CAR-024,Xenith Shipping,7,A,small,10,28,PO-737889,expedited
APT-000686,2026-03-06,2026-03-06 09:00,CAR-023,Western Freight,4,C,small,4,26,PO-275747,standard
APT-000687,2026-03-06,2026-03-06 09:00,CAR-028,Beacon Express,8,D,medium,26,64,PO-569703,standard
APT-000688,2026-03-06,2026-03-06 09:15,CAR-012,Lodestar Freight,4,B,large,47,94,PO-291627,standard
APT-000689,2026-03-06,2026-03-06 09:15,CAR-025,Yukon Haulers,8,B,small,1,26,PO-702106,standard
APT-000690,2026-03-06,2026-03-06 09:00,CAR-018,Ridgeline Shipping,7,B,medium,12,52,PO-856296,standard
APT-000691,2026-03-06,2026-03-06 12:00,CAR-026,Zenith Transit,6,D,medium,14,65,PO-736963,standard
APT-000692,2026-03-06,2026-03-06 13:15,CAR-009,Ironside Shipping,4,B,large,31,56,PO-489639,expedited
APT-000693,2026-03-06,2026-03-06 11:30,CAR-014,Northstar Logistics,6,C,medium,25,43,PO-579250,hot
APT-000694,2026-03-06,2026-03-06 12:00,CAR-027,Atlas Logistics,8,D,small,8,20,PO-302671,standard
APT-000695,2026-03-06,2026-03-06 09:45,CAR-024,Xenith Shipping,7,B,small,5,21,PO-221111,standard
APT-000696,2026-03-06,2026-03-06 13:15,CAR-002,Blue Ridge Logistics,4,B,medium,19,57,PO-380740,hot
APT-000697,2026-03-07,2026-03-07 11:15,CAR-025,Yukon Haulers,5,C,medium,25,45,PO-383712,standard
APT-000698,2026-03-07,2026-03-07 21:45,CAR-021,UnionLine Co,9,D,medium,21,38,PO-442585,standard
APT-000699,2026-03-07,2026-03-07 10:15,CAR-030,Drift Logistics,8,D,medium,15,65,PO-205022,expedited
APT-000700,2026-03-07,2026-03-07 11:00,CAR-008,Horizon Logistics,3,A,medium,19,54,PO-770820,hot
